,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,pub_year,century,is_big_book 
811,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,enm,1254.0,792,59,4/7/2005,Penguin Classics,2005,21th,big
812,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer/Vincent Foster Hopper,3.80,eng,530.0,73,5,12/31/1977,Barrons Educational Series,1977,20th,big
813,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.02,eng,456.0,84,4,5/23/1996,Oxford University Press  USA,1996,20th,big
814,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,eng,272.0,70,6,5/26/1983,Penguin Classics,1983,20th,small
815,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,eng,383.0,36,5,1/28/1964,Washington Square Press,1964,20th,small
816,The Riverside Chaucer,Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,4.18,enm,1327.0,7760,152,12/12/1987,Houghton Mifflin,1987,20th,big
817,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,eng,611.0,70,8,5/26/1977,Penguin Books,1977,20th,big
818,Salt: A World History,Mark Kurlansky,3.74,eng,484.0,50335,3012,1/28/2003,Penguin Books,2003,21th,big
819,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,4.20,eng,32.0,1178,173,11/1/2003,Simon  Schuster Books for Young Readers,2003,21th,small
820,The Book of Salt,Monique Truong,3.52,eng,261.0,4411,629,6/15/2004,Mariner Books,2004,21th,small
824,The Years of Rice and Salt,Kim Stanley Robinson,3.73,eng,763.0,9344,995,6/3/2003,Bantam Books,2003,21th,big
825,Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,eng,288.0,9254,194,1/13/1969,Schocken,1969,20th,small
826,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,eng,288.0,39,5,11/1/2006,Yale University Press,2006,21th,small
827,Advanced Global Illumination,Philip Dutre,4.50,eng,366.0,17,2,8/30/2006,A K PETERS,2006,21th,small
828,Snow Falling On Cedars,David Guterson,3.83,eng,404.0,588,46,10/21/1999,Bloomsbury Publishing PLC,1999,20th,big
829,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.10,eng,331.0,52028,2513,8/1/1997,Health Communications Inc,1997,20th,small
830,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,eng,480.0,1397,128,5/10/1999,Owl Publishing Company,1999,20th,big
831,Microserfs,Douglas Coupland,3.88,eng,371.0,442,38,1/1/2008,Harper Perennial,2008,21th,small
833,The Denial of Death,Ernest Becker/Sam Keen/Daniel Goleman,4.16,eng,336.0,6599,635,5/8/1997,Free Press,1997,20th,small
834,A People's History of the United States,Howard Zinn,4.08,eng,729.0,167321,4711,8/2/2005,Harper Perennial,2005,21th,big
835,A People's History of the United States,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.08,eng,619.0,39,3,7/1/2003,The New Press,2003,21th,big
837,Graphic Design: A Concise History (World of Art),Richard Hollis,4.00,eng,232.0,675,12,5/17/2002,Thames  Hudson,2002,21th,small
838,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.00,eng,272.0,206,9,10/21/1996,Duke University Press Books,1996,20th,small
839,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.92,eng,256.0,81,12,9/1/1995,Mariner Books,1995,20th,small
840,The Crying of Lot 49,Thomas Pynchon,3.69,eng,152.0,57011,3332,10/17/2006,Harper Perennial,2006,21th,small
841,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,eng,337.0,6368,321,10/1/2000,Berkley Trade,2000,21th,small
842,Passionate Minds,David Bodanis,4.10,eng,373.0,717,112,10/10/2006,Crown Publishing Group (NY),2006,21th,small
843,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,eng,303.0,448,18,12/1/2002,Cornerstone Press Chicago,2002,21th,small
844,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,eng,307.0,3976,163,11/1/1985,Dell,1985,20th,small
845,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,eng,320.0,496,48,3/19/2002,Shaw Books,2002,21th,small
846,The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,eng,64.0,367,38,9/30/1990,Simon & Schuster Children's Publishing,1990,20th,small
847,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle/Mary Chambers,3.98,eng,48.0,235,4,3/7/2000,Shaw,2000,21th,small
848,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,eng,246.0,5236,506,1/1/1984,HarperOne,1984,20th,small
849,The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,eng,204.0,388,23,4/22/1999,Cambridge University Press,1999,20th,small
850,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,eng,320.0,843,42,5/7/1990,Anchor,1990,20th,small
852,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,eng,160.0,10147,301,11/27/2003,Penguin Classics,2003,21th,small
853,Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,4.00,eng,179.0,9,2,3/14/2008,Roxford Books,2008,21th,small
854,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,eng,512.0,3664,58,3/6/1997,Oxford University Press  USA,1997,20th,big
856,Bridge to Terabithia,Katherine Paterson/Donna Diamond,4.00,eng,191.0,1811,152,7/1/2008,HarperTeen,2008,21th,small
858,Bread and Roses  Too,Katherine Paterson,3.76,eng,275.0,2018,294,9/4/2006,Clarion Books,2006,21th,small
859,The Invisible Child,Katherine Paterson,4.27,eng,266.0,99,27,12/31/2001,Dutton Juvenile,2001,21th,small
860,A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,eng,186.0,1771,99,9/15/1998,Arcade Publishing,1998,20th,small
861,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.46,eng,313.0,38,1,5/1/2000,TSR,2000,21th,small
862,Girl with a Pearl Earring,Tracy Chevalier,3.88,eng,233.0,1162,127,9/30/2003,Plume Books,2003,21th,small
863,The Golden Tulip,Rosalind Laker,3.94,eng,585.0,29,4,9/1/1991,Doubleday,1991,20th,big
864,Burning Bright,Tracy Chevalier,3.36,eng,320.0,10919,1113,3/20/2007,Dutton,2007,21th,small
865,Falling Angels,Tracy Chevalier,3.58,eng,336.0,20321,1214,9/24/2002,Penguin Books,2002,21th,small
866,The Virgin Blue,Tracy Chevalier,3.66,eng,304.0,26029,1588,6/24/2003,Penguin Books,2003,21th,small
867,Wenn Engel fallen,Tracy Chevalier,3.58,ger,384.0,6,1,2/1/2002,List,2002,21th,small
869,Bleach  Volume 15,Tite Kubo,4.42,eng,208.0,19945,76,10/3/2006,VIZ Media LLC,2006,21th,small
870,Bleach  Volume 01,Tite Kubo,4.22,eng,200.0,140403,1063,5/19/2004,VIZ Media LLC,2004,21th,small
871,Bleach  Volume 14,Tite Kubo,4.38,eng,208.0,10356,79,8/1/2006,VIZ Media LLC,2006,21th,small
872,Bleach  Volume 11,Tite Kubo,4.36,eng,208.0,8773,84,2/7/2006,VIZ Media LLC,2006,21th,small
873,Bleach  Volume 12,Tite Kubo,4.36,eng,208.0,8948,86,4/4/2006,VIZ Media LLC,2006,21th,small
877,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,eng,187.0,3,1,7/24/1987,Harlequin Romance,1987,20th,small
878,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,eng,255.0,1124,191,2/13/2001,Vintage International,2001,21th,small
879,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,4.02,ger,321.0,9674,343,6/1/1994,Diogenes,1994,20th,small
880,Three Stories and a Reflection,Patrick Süskind,3.57,eng,128.0,24,3,11/13/1997,Bloomsbury Publishing PLC,1997,20th,small
881,The Pigeon,Patrick Süskind,3.68,eng,77.0,6254,423,6/29/1989,Penguin,1989,20th,small
882,The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,eng,128.0,2061,104,11/3/2003,Not Avail,2003,21th,small
884,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,fre,192.0,54,4,7/2/2003,Glénat,2003,21th,small
885,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,3.67,eng,80.0,114,17,1/1/1995,Yearling,1995,20th,small
886,How Angel Peterson Got His Name,Gary Paulsen,3.93,eng,111.0,1177,218,8/10/2004,Yearling,2004,21th,small
887,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.44,eng,560.0,557,46,9/9/2003,Yearling,2003,21th,big
888,Chicago Blues: The City and the Music,Mike  Rowe/Ronald Radano,3.92,eng,226.0,25,2,8/22/1981,Da Capo Press,1981,20th,small
889,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,eng,272.0,5437,830,2/17/1995,Mariner Books,1995,20th,small
890,Brian's Winter,Gary Paulsen,4.01,eng,133.0,76,12,1/1/1996,Delacorte Books for Young Readers,1996,20th,small
891,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,eng,320.0,209122,4131,6/12/2001,Modern Library,2001,21th,small
892,Robinson Crusoe,Daniel Defoe/John J. Richetti,3.67,eng,286.0,1507,142,3/27/2003,Penguin Classics,2003,21th,small
893,Robinson Crusoe,Daniel Defoe/Michael Shinagel,3.67,eng,436.0,585,63,12/19/1994,W.W. Norton & Company,1994,20th,big
894,Robinson Crusoe,Daniel Defoe/Avi,3.67,eng,482.0,204,32,7/1/2001,Aladdin,2001,21th,big
895,Robinson Crusoe,Daniel Defoe,3.67,eng,288.0,311,18,7/14/2006,Ann Arbor Media,2006,21th,small
896,A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,3.72,eng,733.0,577,36,1/26/1999,Dover Publications,1999,20th,big
898,Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,3.57,eng,277.0,242,29,4/22/2003,Council Press,2003,21th,small
899,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain/Guy Cardwell/Louis J. Budd,4.06,eng,808.0,33,3,8/1/2000,Library of America,2000,21th,big
901,Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,eng,368.0,144,17,5/6/2005,Dover Publications,2005,21th,small
902,Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,eng,244.0,687,37,8/14/2001,The Modern Library,2001,21th,small
903,The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,3.82,eng,656.0,185,18,10/17/2001,W. W. Norton  Company,2001,21th,big
904,The Wit and Wisdom of Mark Twain,Mark Twain,4.20,eng,64.0,970,53,12/23/1998,Dover Publications,1998,20th,small
905,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,3.86,eng,221.0,513,71,10/18/2004,University of California Press,2004,21th,small
906,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,eng,848.0,5710,142,3/1/1984,Bantam Classics,1984,20th,big
907,The Autobiography of Mark Twain,Mark Twain/Charles Neider,4.05,eng,508.0,2871,209,11/28/2000,Harper Perennial,2000,21th,big
908,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,4.39,eng,1050.0,207,10,10/15/1992,Library of America,1992,20th,big
909,Lost Horizon,James Hilton,3.92,eng,241.0,11892,955,6/15/2004,Harper Perennial,2004,21th,small
910,Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.96,eng,282.0,715,44,6/1/2002,David C Cook,2002,21th,small
911,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,eng,361.0,1817,123,10/28/2003,Pocket Books,2003,21th,small
913,The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,4.13,eng,281.0,1739,116,7/1/2003,Signet,2003,21th,small
914,The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.33,eng,160.0,1653,76,3/1/2005,Sterling,2005,21th,small
915,The Secret Garden,Frances Hodgson Burnett/Alison Lurie,4.13,eng,288.0,517,13,1/30/2003,Penguin Classics,2003,21th,small
916,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.20,eng,242.0,238192,4392,2/26/2002,Penguin Books,2002,21th,small
917,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,3.80,eng,274.0,23,7,9/1/1994,David R. Godine Publisher,1994,20th,small
918,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,4.30,eng,128.0,150,23,3/19/1999,Festival,1999,20th,small
919,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,eng,448.0,5899,475,12/24/2003,Basic Books,2003,21th,big
920,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,eng,627.0,328,43,4/3/2007,Basic Books (AZ),2007,21th,big
921,Black Rednecks and White Liberals,Thomas Sowell,4.38,eng,372.0,2579,301,6/1/2005,Encounter Books,2005,21th,small
922,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,eng,256.0,1546,122,11/13/2003,Basic Books,2003,21th,small
923,Knowledge And Decisions,Thomas Sowell,4.39,eng,422.0,766,47,10/4/1996,Basic Books,1996,20th,big
924,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,eng,304.0,1797,166,1/3/2002,Basic Books,2002,21th,small
925,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,eng,29.0,65,9,6/27/1991,Walker Books Ltd,1991,20th,small
927,Alcoholics Anonymous,Alcoholics Anonymous,4.45,eng,576.0,495,30,2/10/2002,AA World Services,2002,21th,big
928,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.36,eng,221.0,213,10,1/1/1993,Overeaters Anonymous  Incorporated,1993,20th,small
929,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.90,eng,240.0,39369,80,2/1/1990,Mariner Books,1990,20th,small
930,Natural Health  Natural Medicine,Andrew Weil,4.11,eng,448.0,580,41,12/9/2004,Mariner Books,2004,21th,big
931,The Fixer,Bernard Malamud/Jonathan Safran Foer,3.96,eng,335.0,8624,409,5/5/2004,Farrar  Straus and Giroux,2004,21th,small
932,The Complete Stories,Bernard Malamud/Robert Giroux,4.22,eng,656.0,712,51,10/12/1998,Farrar  Straus and Giroux,1998,20th,big
933,The Assistant,Bernard Malamud/Jonathan Rosen,3.89,eng,246.0,8073,319,7/7/2003,Farrar Straus and Giroux,2003,21th,small
935,The Tenants,Bernard Malamud/Aleksandar Hemon,3.65,eng,248.0,662,50,9/18/2003,Farrar  Straus and Giroux,2003,21th,small
936,Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,eng,73.0,67,6,4/7/2004,Dramatists Play Service,2004,21th,small
938,A Room with a View,E.M. Forster,3.91,eng,119.0,128596,3422,1/1/2005,Digireads.com,2005,21th,small
939,A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,4.10,eng,449.0,2450,113,2/4/1986,Signet,1986,20th,big
941,The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine,3.48,eng,396.0,1665,125,7/27/2006,Penguin Classics,2006,21th,small
942,Howards End,E.M. Forster,3.96,eng,246.0,54765,1437,10/29/2002,Dover Publications,2002,21th,small
943,Maurice,E.M. Forster,4.03,eng,256.0,21997,1005,12/17/2005,W. W. Norton  Company,2005,21th,small
944,E. M. Forster: A Life,P.N. Furbank,4.14,eng,648.0,141,11,5/2/1994,Mariner Books,1994,20th,big
945,Howards End,E.M. Forster,3.96,eng,352.0,368,26,9/28/2000,Penguin Books,2000,21th,small
946,The Sixteen Pleasures,Robert Hellenga,3.59,eng,384.0,2699,336,5/1/1995,Delta,1995,20th,small
947,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,eng,336.0,3259,187,5/18/2006,Penguin Press HC  The,2006,21th,small
948,The Rescue (Kidnapped  #3),Gordon Korman,4.11,eng,140.0,1864,117,9/1/2006,Scholastic Books,2006,21th,small
949,Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,eng,151.0,1928,85,2/1/2006,Scholastic,2006,21th,small
950,Public Enemies (On The Run  #5),Gordon Korman,4.19,eng,150.0,2050,76,12/1/2005,Scholastic,2005,21th,small
953,Drina Dances in Paris,Jean Estoril,4.16,eng,194.0,14,4,4/1/1991,Simon and Schuster,1991,20th,small
954,Drina Ballerina,Jean Estoril,4.16,eng,188.0,8,1,1/17/1991,Hodder,1991,20th,small
957,Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,4.26,eng,188.0,112,7,10/20/1991,Simon and Schuster,1991,20th,small
958,Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan,4.09,eng,164.0,139,6,2/6/1991,Simon and Schuster,1991,20th,small
960,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,4.17,eng,352.0,114,11,9/10/1989,Yale University Press,1989,20th,small
961,Gorgias/Timaeus,Plato/Benjamin Jowett,3.74,eng,256.0,34,5,7/15/2003,Dover Publications,2003,21th,small
963,Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey,3.77,eng,480.0,100,9,9/1/1998,Hackett Publishing Company  Inc. (USA),1998,20th,big
964,The Trojan Women,Euripides/Gilbert Murray,3.89,eng,80.0,4577,126,1/1/2006,Digireads.com,2006,21th,small
965,Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,4.29,eng,304.0,327,12,2/15/1960,University Of Chicago Press,1960,20th,small
966,Moloka'i (Moloka'i #1),Alan Brennert,4.17,eng,405.0,91395,8192,10/4/2004,St. Martin's Griffin,2004,21th,big
967,Teaching with the Brain in Mind,Eric Jensen,4.11,eng,186.0,592,49,6/15/2005,Association for Supervision & Curriculum Development,2005,21th,small
968,Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi,3.54,eng,176.0,26,1,5/10/2001,Totem Books,2001,21th,small
969,Eva Luna,Isabel Allende/Margaret Sayers Peden,3.97,eng,320.0,430,23,8/30/2005,Dial Press,2005,21th,small
970,The Stories of Eva Luna,Isabel Allende,3.97,eng,352.0,12839,375,11/13/2001,Scribner,2001,21th,small
971,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart,3.97,eng,256.0,10,1,12/1/1994,McGraw-Hill Humanities/Social Sciences/Languages,1994,20th,small
972,El bosque de los pigmeos,Isabel Allende,3.77,spa,304.0,1099,46,9/6/2005,HarperCollins Espanol,2005,21th,small
973,Inés of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,eng,321.0,15345,1075,11/7/2006,Harper,2006,21th,small
974,La casa de los espíritus,Isabel Allende,4.23,spa,454.0,608,38,9/18/2001,HarperCollins Espanol,2001,21th,big
975,El plan infinito,Isabel Allende,3.72,spa,336.0,514,33,5/14/2002,Harper Perennial,2002,21th,small
976,El reino del dragón de oro,Isabel Allende,3.84,spa,432.0,1189,51,9/7/2004,HarperCollins Espanol,2004,21th,big
977,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden,3.71,eng,408.0,17962,778,4/27/2004,Rayo,2004,21th,big
978,Self,Yann Martel,3.43,eng,331.0,2359,146,4/7/2003,Faber  Faber,2003,21th,small
980,Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,4.02,eng,188.0,13,1,8/23/1993,Hodder Children's Books,1993,20th,small
981,The Story of Salt,Mark Kurlansky/S.D. Schindler,4.08,eng,48.0,382,85,9/7/2006,G.P. Putnam's Sons Books for Young Readers,2006,21th,small
982,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4.00,eng,203.0,768,96,9/12/2006,Modern Library,2006,21th,small
983,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,eng,319.0,191,26,2/28/2006,Random House Trade,2006,21th,small
984,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.91,eng,294.0,970,104,7/1/1998,Penguin Books,1998,20th,small
985,1968: The Year That Rocked the World,Mark Kurlansky,3.78,eng,480.0,2046,248,1/11/2005,Random House Trade Paperbacks,2005,21th,big
986,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,eng,456.0,51,2,3/26/2002,Ballantine Books,2002,21th,big
987,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,eng,400.0,3457,329,2/1/2001,Penguin Books,2001,21th,small
988,The Cod's Tale,Mark Kurlansky/S.D. Schindler,3.91,eng,48.0,127,25,9/10/2001,G.P. Putnam's Sons Books for Young Readers,2001,21th,small
990,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,spa,254.0,142,12,3/6/2001,Turtleback Books,2001,21th,small
991,Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,eng,557.0,856,146,12/1/2000,Penguin Classics,2000,21th,big
992,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.25,eng,201.0,7736,641,8/28/2005,New Riders Publishing,2005,21th,small
993,Girlfriend in a Coma,Douglas Coupland,3.62,eng,288.0,15798,612,3/1/1999,ReganBooks,1999,20th,small
994,Corelli's Mandolin,Louis de Bernières,3.98,eng,437.0,62954,1791,8/29/1995,Vintage,1995,20th,big
995,Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams,3.40,eng,179.0,1084,131,7/3/2006,Mariner Books,2006,21th,small
996,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.72,eng,406.0,1170,117,12/22/1999,Harper Perennial,1999,20th,big
997,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.95,eng,480.0,138,29,6/27/2006,Harper,2006,21th,big
998,Temptations,Otis Williams/Patricia Romanowski,4.19,eng,304.0,99,16,6/25/2002,Cooper Square Press,2002,21th,small
999,The Thorn Birds,Colleen McCullough,4.23,eng,673.0,533,66,9/6/2005,Avon Books,2005,21th,big
1000,Caesar (Masters of Rome  #5),Colleen McCullough,4.37,eng,928.0,5991,120,1/28/2003,Avon,2003,21th,big
1001,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.25,eng,943.0,5423,157,2/1/1997,Avon,1997,20th,big
1002,On  Off (Carmine Delmonico  #1),Colleen McCullough,3.52,eng,372.0,1182,175,5/23/2006,Simon & Schuster,2006,21th,small
1003,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,eng,768.0,39,7,2/14/1999,Wings,1999,20th,big
1004,Morgan's Run,Colleen McCullough,3.95,eng,848.0,3478,191,1/1/2002,Pocket Books,2002,21th,big
1005,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.29,eng,1110.0,4291,119,10/28/2003,Pocket Books,2003,21th,big
1006,The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.11,eng,896.0,311,49,9/28/1990,William Morrow & Company (NYC),1990,20th,big
1007,The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.30,eng,1104.0,9623,199,7/1/1992,Avon,1992,20th,big
1008,Tim,Colleen McCullough,3.81,eng,288.0,153,17,11/1/1990,Avon,1990,20th,small
1009,O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,eng,128.0,24,2,12/14/2000,Cliffs Notes,2000,21th,small
1011,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,eng,272.0,16588,1606,4/15/2004,Vintage,2004,21th,small
1012,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.88,eng,268.0,6124,754,4/1/2004,Red Fox,2004,21th,small
1013,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.88,eng,240.0,34,6,3/28/2006,Doubleday Canada,2006,21th,small
1014,Northern Lights,Tim O'Brien,3.29,eng,372.0,981,69,9/1/1999,Broadway Books,1999,20th,small
1015,If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,eng,225.0,7763,362,9/1/1999,Broadway Books,1999,20th,small
1016,Going After Cacciato,Tim O'Brien,3.91,eng,351.0,10384,637,9/1/1999,Broadway/Crown Publishing Group,1999,20th,small
1017,In the Lake of the Woods,Tim O'Brien,3.78,eng,303.0,14655,1211,9/1/2006,Mariner Books,2006,21th,small
1018,The Nuclear Age,Tim O'Brien,3.45,eng,320.0,945,61,12/1/1996,Penguin Books,1996,20th,small
1019,The Rescue,Nicholas Sparks,4.11,eng,352.0,154933,3141,4/1/2005,Grand Central Publishing,2005,21th,small
1020,A Bend in the Road,Nicholas Sparks,4.03,eng,341.0,125693,3229,4/1/2005,Grand Central Publishing,2005,21th,small
1021,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.80,eng,465.0,68228,2425,4/11/2006,Grand Central Publishing,2006,21th,big
1022,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,4.03,eng,368.0,36784,2658,1/3/2006,Grand Central Publishing,2006,21th,small
1023,The Wedding (The Notebook  #2),Nicholas Sparks,3.99,eng,276.0,126629,5295,8/1/2005,Vision,2005,21th,small
1024,El Guardián,Nicholas Sparks/Ramón González Férriz,4.15,spa,444.0,31,3,4/1/2005,Roca Editorial,2005,21th,big
1025,Nights in Rodanthe,Nicholas Sparks,3.84,eng,212.0,1596,157,8/1/2004,Warner Books,2004,21th,small
1026,Message in a Bottle,Nicholas Sparks,3.96,eng,370.0,2755,218,2/1/1999,Grand Central Publishing,1999,20th,small
1028,Icy Sparks,Gwyn Hyman Rubio,3.70,eng,320.0,37936,1192,3/8/2001,Penguin Books,2001,21th,small
1029,Message in a Bottle,Nicholas Sparks,3.96,eng,342.0,201488,3496,12/1/1999,Warner Books,1999,20th,small
1030,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,3.98,eng,327.0,1967,66,10/31/2006,Avon,2006,21th,small
1031,Special Topics in Calamity Physics,Marisha Pessl,3.71,eng,514.0,32370,4212,8/3/2006,Penguin Books Ltd,2006,21th,big
1032,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.03,eng,192.0,82,9,2/14/2006,Three Rivers Press,2006,21th,small
1033,On Truth,Harry G. Frankfurt/Baruch Spinoza,3.52,eng,112.0,790,99,10/31/2006,Knopf,2006,21th,small
1034,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.15,eng,310.0,81381,1925,6/20/2006,St. Martin's Press,2006,21th,small
1035,Sharp Edges,Jayne Ann Krentz,3.86,eng,368.0,2792,73,7/27/2004,Pocket Star Books,2004,21th,small
