,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,pub_year,century,is_big_book 
2158,The Metamorphosis and Other Stories,Franz Kafka/Stanley Appelbaum,4.03,eng,88.0,2474,126,4/12/1996,Dover Publications,1996,20th,small
2159,Antigone's Claim: Kinship Between Life and Death,Judith Butler,3.76,eng,118.0,433,20,5/23/2002,Columbia University Press,2002,21th,small
2160,Gulliver's Travels,Jonathan Swift/Robert DeMaria Jr.,3.57,eng,306.0,194738,3485,1/30/2003,Penguin,2003,21th,small
2161,Gulliver's Travels,Jonathan Swift/Claude Julien Rawson/Ian Higgins,3.57,eng,422.0,258,21,3/10/2005,Oxford University Press,2005,21th,big
2163,Gulliver's Travels,Gill Harvey/Jonathan Swift,3.35,eng,64.0,13,3,1/29/2008,Usborne Books,2008,21th,small
2164,Gulliver's Travels,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,3.97,eng,160.0,933,26,3/28/2006,Sterling,2006,21th,small
2166,Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,4.03,eng,704.0,40049,2391,8/2/2005,William Morrow Paperbacks,2005,21th,big
2167,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,eng,230.0,3472,251,4/4/2005,Harper Perennial,2005,21th,small
2168,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,4.12,eng,481.0,17227,662,10/1/2006,Warner Books (NY),2006,21th,big
2169,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,eng,208.0,274,28,12/1/1982,Warner Books,1982,20th,small
2170,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,Hunter S. Thompson,4.08,eng,784.0,3787,84,12/4/2001,Simon  Schuster,2001,21th,big
2173,Dr. Seuss's ABC,Dr. Seuss,4.08,eng,21.0,27139,731,11/26/1996,Random House,1996,20th,small
2174,Dr. Seuss's Sleep Book,Dr. Seuss,4.17,eng,58.0,8967,351,7/24/2012,New York: Random House,2012,21th,small
2175,Happy Birthday to You!,Dr. Seuss,4.13,eng,64.0,4344,262,8/12/1959,Random House Books for Young Readers,1959,20th,small
2176,McElligot's Pool,Dr. Seuss,4.06,eng,64.0,4560,253,9/12/1947,Random House Books for Young Readers,1947,20th,small
2177,The Cat in the Hat,Dr. Seuss,4.17,eng,61.0,289,4,11/11/1997,Random House Books for Young Readers,1997,20th,small
2178,Horton Hears a Who!,Dr. Seuss,4.18,eng,64.0,89920,1207,10/10/1990,Random House Books for Young Readers,1990,20th,small
2179,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.04,eng,56.0,13097,324,12/9/1989,Random House Books for Young Readers,1989,20th,small
2180,Oh Say Can You Say?,Dr. Seuss,4.01,eng,36.0,5868,162,11/1/2005,London : Collins  2004.,2005,21th,small
2182,I Can Read With My Eyes Shut!,Dr. Seuss,4.20,eng,48.0,16917,444,5/6/2003,HarperCollinsChildren’sBooks,2003,21th,small
2183,¡Horton escucha a quién!,Dr. Seuss/Yanitzia Canetti,4.18,spa,64.0,29,4,3/1/2003,Lectorum Publications,2003,21th,small
2184,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss/Various,4.42,eng,61.0,50844,160,10/14/2003,Listening Library (Audio),2003,21th,small
2185,Daisy-Head Mayzie,Dr. Seuss,3.87,eng,56.0,3196,137,1/11/1995,Random House Books for Young Readers,1995,20th,small
2186,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,Richard H. Minear/Art Spiegelman/Dr. Seuss,4.16,eng,272.0,1282,102,9/1/2001,The New Press,2001,21th,small
2188,Cattus Petasatus: The Cat in the Hat in Latin,Dr. Seuss/Jennifer Morrish Tunberg/Terence Tunberg/Terence O. Tunberg/Guenevera Tunberg/Terentio Tunberg,4.17,lat,75.0,63,9,5/6/2005,Bolchazy-Carducci Publishers,2005,21th,small
2189,Ten Apples Up On Top!,Theo LeSieg/Dr. Seuss/Roy McKie,4.12,eng,62.0,31251,494,8/4/2003,HarperCollinsChildren’sBooks,2003,21th,small
2190,The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,Julia Butterfly Hill,3.95,eng,262.0,1844,220,4/3/2001,HarperOne,2001,21th,small
2191,Pale Fire,Vladimir Nabokov,4.15,eng,246.0,32544,1610,8/31/2000,Penguin Books Ltd,2000,21th,small
2192,Nabokov's Pale Fire: The Magic of Artistic Discovery,Brian Boyd,4.22,eng,320.0,172,22,11/4/2001,Princeton University Press,2001,21th,small
2193,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,Vladimir Nabokov/Brian Boyd,4.41,eng,916.0,547,39,10/1/1996,Library of America,1996,20th,big
2194,A Friend of the Earth,T. Coraghessan Boyle,3.67,eng,275.0,30,3,10/8/2001,Bloomsbury Paperbacks,2001,21th,small
2195,The Year of Magical Thinking,Joan Didion,3.89,eng,227.0,120758,8711,2/13/2007,Vintage,2007,21th,small
2196,Seduction and Betrayal: Women and Literature,Elizabeth Hardwick/Joan Didion,4.01,eng,224.0,269,26,8/31/2001,NYRB Classics,2001,21th,small
2197,After Henry,Joan Didion,3.83,eng,320.0,1205,100,4/27/1993,Vintage,1993,20th,small
2198,O Ano do Pensamento Mágico,Joan Didion,3.89,por,224.0,82,9,5/24/2006,Nova Fronteira,2006,21th,small
2199,Another Day in Paradise: The Fourth Sherman's Lagoon Collection,Jim Toomey,4.35,eng,130.0,68,1,9/6/2001,Andrews McMeel Publishing,2001,21th,small
2200,Another Day in Cubicle Paradise,Scott Adams,4.01,eng,128.0,416,11,3/1/2002,Andrews McMeel Publishing,2002,21th,small
2201,Moby Dick,Herman Melville,3.50,eng,536.0,701,78,1/1/1994,Penguin Books/Penguin Popular Classics,1994,20th,big
2202,Moby-Dick,Herman Melville/Nathaniel Philbrick,3.50,eng,625.0,1022,165,9/1/2001,Penguin Books,2001,21th,big
2203,Moby-Dick; or  The Whale,Herman Melville/Rockwell Kent/Elizabeth Hardwick,3.50,eng,896.0,557,87,10/10/2000,Modern Library,2000,21th,big
2204,Moby Dick  or The Whale,Herman Melville/Harrison Hayford/Hershel Parker,3.50,eng,573.0,106,19,9/19/2001,Northwestern University Press,2001,21th,big
2205,The Girl in the Flammable Skirt,Aimee Bender,3.88,eng,192.0,6591,661,8/17/1999,Anchor,1999,20th,small
2206,Planet of Slums,Mike  Davis,3.92,eng,228.0,1727,173,3/1/2006,Verso,2006,21th,small
2207,Late Victorian Holocausts: El Niño Famines and the Making of the Third World,Mike  Davis,4.11,eng,474.0,1021,101,6/17/2002,Verso,2002,21th,big
2208,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,4.08,eng,240.0,237,22,4/1/2006,Haymarket Books,2006,21th,small
2209,Days Between Stations,Steve Erickson,4.00,eng,256.0,709,49,2/9/2005,Simon & Schuster,2005,21th,small
2211,Little Plum,Rumer Godden/Jean Primrose,4.22,eng,144.0,11,1,8/1/1987,Puffin Books,1987,20th,small
2212,Betsy's Wedding (Betsy-Tacy  #10),Maud Hart Lovelace/Vera Neville,4.31,eng,260.0,4169,155,3/31/1996,HarperTrophy,1996,20th,small
2213,Betsy and the Great World (Betsy-Tacy  #9),Maud Hart Lovelace/Vera Neville,4.14,eng,321.0,4747,148,3/31/1996,HarperTrophy,1996,20th,small
2214,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace/Lois Lenski,4.18,eng,192.0,7809,186,4/5/2000,HarperCollins,2000,21th,small
2215,Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,Julie A. Schrader,4.29,eng,325.0,58,8,12/31/2002,Minnesota Heritage Publishing,2002,21th,small
2216,Early Candlelight,Maud Hart Lovelace/Rhoda R. Gilman,3.69,eng,342.0,184,30,8/15/1992,Minnesota Historical Society Press,1992,20th,small
2217,Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace/Vera Neville,4.31,eng,336.0,4586,119,3/31/1995,HarperTrophy,1995,20th,small
2218,Betsy Was a Junior (Betsy-Tacy  #7),Maud Hart Lovelace/Vera Neville,4.17,eng,320.0,4839,126,3/31/1995,HarperTrophy,1995,20th,small
2219,Betsy and Tacy Go Downtown (Betsy-Tacy  #4),Maud Hart Lovelace/Lois Lenski,4.21,eng,180.0,70,7,1/1/1943,Thomas Y. Crowell Company,1943,20th,small
2220,Emily of Deep Valley (Deep Valley  #2),Maud Hart Lovelace/Vera Neville,4.23,eng,304.0,2722,151,12/31/2000,HarperTrophy,2000,21th,small
2221,Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace/Lois Lenski,4.07,eng,144.0,20976,935,8/14/2007,HarperCollins,2007,21th,small
2222,Five Little Peppers and How They Grew (Five Little Peppers  #1),Margaret Sidney,4.03,eng,352.0,22023,395,6/1/2006,Aladdin,2006,21th,small
2223,Five Little Peppers at School,Margaret Sidney/Barbara Cooney,3.92,eng,320.0,243,7,1/1/1988,Yearling,1988,20th,small
2224,All-of-a-Kind Family Uptown (All-of-a-Kind-Family  #4),Sydney Taylor,4.28,eng,160.0,5702,65,4/1/2001,Taylor Productions Ltd,2001,21th,small
2225,All-of-a-Kind Family (All-of-a-Kind-Family  #1),Sydney Taylor,4.22,eng,188.0,21620,836,8/23/2005,Delacorte Press,2005,21th,small
2226,Winter Cottage,Carol Ryrie Brink,4.15,eng,178.0,182,37,6/1/1974,Atheneum,1974,20th,small
2227,Eddie's Valuable Property,Carolyn Haywood,4.09,eng,192.0,43,3,3/1/1975,William Morrow & Company,1975,20th,small
2228,Empire (Empire  #1),Orson Scott Card,3.43,eng,352.0,8577,756,11/28/2006,Tor Books,2006,21th,small
2229,Treason,Orson Scott Card,3.90,eng,288.0,6234,337,1/24/2006,Orb Books,2006,21th,small
2230,First Meetings in Ender's Universe (Ender's Saga  #0.5),Orson Scott Card,3.84,eng,212.0,10475,496,9/1/2004,Tor,2004,21th,small
2231,Sarah (Women of Genesis  #1),Orson Scott Card,3.88,eng,341.0,9828,1004,9/17/2001,Forge,2001,21th,small
2232,Rachel & Leah (Women of Genesis  #3),Orson Scott Card,3.85,eng,368.0,5618,514,11/29/2005,Forge Books,2005,21th,small
2233,How to Write Science Fiction and Fantasy,Orson Scott Card,3.90,eng,140.0,475,66,7/15/1990,F & W Publications Inc.,1990,20th,small
2234,Saints,Orson Scott Card,3.54,eng,608.0,2436,268,3/14/2001,Forge Books,2001,21th,big
2235,Homebody,Orson Scott Card,3.39,eng,430.0,2707,167,1/25/1999,HarperTorch,1999,20th,big
2236,Rebekah (Women of Genesis  #2),Orson Scott Card,3.84,eng,416.0,7487,617,3/27/2012,Forge,2012,21th,big
2237,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,eng,382.0,190379,6637,8/15/1994,Tor Books,1994,20th,small
2238,Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,3.79,eng,311.0,18228,427,7/15/1992,Tor Fantasy,1992,20th,small
2239,The Call of Earth (Homecoming  #2),Orson Scott Card,3.58,eng,352.0,10268,164,1/15/1994,Tor Books,1994,20th,small
2240,Shadow of the Hegemon (Shadow  #2),Orson Scott Card/David Birney/Scott Brick/Gabrielle de Cuir/Scott Sowers,3.95,eng,13.0,109,19,9/5/2006,Macmillan Audio,2006,21th,small
2241,Enchantment,Orson Scott Card,3.90,eng,422.0,23534,2199,5/31/2005,Del Rey,2005,21th,big
2242,Voyage of Slaves (Flying Dutchman  #3),Brian Jacques/David Elliot,4.13,eng,356.0,2288,69,9/14/2006,Philomel Books,2006,21th,small
2243,High Rhulain (Redwall  #18),Brian Jacques/David Elliot,4.12,eng,341.0,134,11,9/22/2005,Philomel Books,2005,21th,small
2244,Salamandastron (Redwall  #5),Brian Jacques/Gary Chalk,4.07,eng,400.0,26237,240,9/15/2003,Firebird,2003,21th,small
2245,The Legend of Luke (Redwall  #12),Brian Jacques,4.00,eng,374.0,14205,144,6/2/2005,Firebird,2005,21th,small
2246,Redwall (Redwall  #1),Brian Jacques,4.12,eng,352.0,88167,2604,9/4/2006,Red Fox,2006,21th,small
2247,Castaways of the Flying Dutchman (Flying Dutchman  #1),Brian Jacques/Ian Schoenherr,3.98,eng,356.0,8025,261,3/31/2003,Firebird,2003,21th,small
2248,Outcast of Redwall (Redwall  #8),Brian Jacques,3.92,eng,368.0,17597,188,5/24/2004,Firebird,2004,21th,small
2249,Triss (Redwall  #15),Brian Jacques/Allan Curless,3.99,eng,389.0,10830,119,9/9/2004,Firebird,2004,21th,small
2250,A Redwall Winter's Tale,Brian Jacques/Christopher Denise,4.13,eng,72.0,2353,43,10/21/2004,Puffin,2004,21th,small
2251,Mr. Impossible,Roger Hargreaves,3.95,eng,32.0,614,29,8/24/1998,Price Stern Sloan,1998,20th,small
2252,Mr. Christmas,Roger Hargreaves/Adam Hargreaves,3.65,eng,40.0,202,17,9/14/2006,Price Stern Sloan,2006,21th,small
2253,Mr. Bump,Roger Hargreaves,4.03,eng,32.0,1701,74,3/23/1998,Price Stern Sloan,1998,20th,small
2254,Little Miss Birthday,Roger Hargreaves/Adam Hargreaves,4.02,eng,32.0,207,11,1/11/2007,Price Stern Sloan,2007,21th,small
2255,Little Miss Lucky,Roger Hargreaves,3.82,eng,32.0,291,21,11/22/1999,Price Stern Sloan,1999,20th,small
2257,Mr. Jelly and the Pirates,Roger Hargreaves/Adam Hargreaves,3.82,eng,32.0,87,12,5/10/2007,Price Stern Sloan,2007,21th,small
2263,The Poppy Seed Cakes,Margery Clark/Maud Petersham/Miska Petersham,4.37,eng,158.0,57,9,10/1/1964,Doubleday Books,1964,20th,small
2264,Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett/Ron Barrett,4.16,eng,32.0,124141,2038,4/1/1982,Atheneum Books for Young Readers,1982,20th,small
2265,The Wind Thief,Judi Barrett/Diane Dawson Hearn,3.80,eng,32.0,4,1,1/1/1977,Atheneum Books,1977,20th,small
2267,Beauty,Robin McKinley,4.05,eng,325.0,3258,478,7/26/2005,HarperCollins,2005,21th,small
2268,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,4.39,eng,1008.0,527,12,9/16/2002,Puffin,2002,21th,big
2269,Deerskin,Robin McKinley,3.89,eng,384.0,17485,1021,5/1/2005,Ace Books,2005,21th,small
2270,Sunshine,Robin McKinley,3.85,eng,405.0,31047,3519,11/30/2004,Jove,2004,21th,big
2271,Rose Daughter,Robin McKinley,3.77,eng,304.0,17168,997,12/1/1998,Ace,1998,20th,small
2272,The Door in the Hedge,Robin McKinley,3.68,eng,224.0,7941,419,10/13/2003,Firebird,2003,21th,small
2273,The Stone Fey,Robin McKinley/John Clapp,3.36,eng,64.0,1036,78,9/1/1998,HMH Books for Young Readers,1998,20th,small
2275,Anne of Green Gables,L.M. Montgomery/Barbara Caruso,4.25,eng,9.0,69,17,1/1/2005,Recorded Books  Inc.,2005,21th,small
2276,The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,3.84,eng,403.0,3106,115,2/1/1993,Bantam Books,1993,20th,big
2277,Anne of Avonlea,L.M. Montgomery/Clare Sieffert,4.23,eng,315.0,85,12,11/1/1990,Grosset & Dunlap,1990,20th,small
2278,The Stories of Vladimir Nabokov,Vladimir Nabokov,4.30,eng,685.0,5889,183,12/9/1996,Vintage,1996,20th,big
2279,The Gift,Vladimir Nabokov/Michael Scammell/Dmitri Nabokov,4.00,eng,406.0,2334,109,4/5/2001,Penguin Books,2001,21th,big
2280,Lectures on Literature,Vladimir Nabokov/Fredson Bowers/John Updike,4.34,eng,385.0,1606,83,12/16/2002,Mariner Books,2002,21th,small
2281,Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,Vladimir Nabokov/Brian Boyd,4.36,eng,734.0,119,10,10/1/1996,Library of America,1996,20th,big
2282,The American Years,Brian Boyd,4.33,eng,800.0,256,22,1/31/1993,Princeton University Press,1993,20th,big
2283,Laughter in the Dark,Vladimir Nabokov,3.97,eng,292.0,8717,477,9/17/2006,New Directions,2006,21th,small
2284,The Luzhin Defense,Vladimir Nabokov/Michael Scammell,3.95,eng,256.0,7305,277,8/11/1990,Vintage,1990,20th,small
2285,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.18,eng,928.0,34366,573,12/1/2005,Griffin,2005,21th,big
2286,The Ravenscar Dynasty (Ravenscar  #1),Barbara Taylor Bradford,3.63,eng,484.0,1287,104,12/26/2006,St. Martin's Press,2006,21th,big
2287,Dark Birthright,Jeanne Treat/Jane Starr Weils,3.63,eng,429.0,132,27,10/1/2006,Treat Enterprises,2006,21th,big
2288,Birthright (Diablo: The Sin War  #1),Richard A. Knaak,3.74,eng,326.0,1246,69,10/1/2006,Pocket Star,2006,21th,small
2289,Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,William   Anderson/Laura Ingalls Wilder,4.30,eng,80.0,746,48,10/13/1998,HarperCollins,1998,20th,small
2290,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder/Stephen W. Hines,3.99,eng,113.0,108,11,5/10/2006,Tommy Nelson,2006,21th,small
2291,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder/Stephen W. Hines,3.92,eng,116.0,94,10,5/10/2006,Tommy Nelson,2006,21th,small
2292,A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,Laura Ingalls Wilder,4.13,eng,352.0,686,52,2/7/2006,HarperCollins,2006,21th,small
2293,Laura Ingalls Wilder: A Biography,William   Anderson,4.20,eng,256.0,4144,98,1/2/2007,HarperCollins,2007,21th,small
2294,West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,3.84,eng,124.0,3926,119,10/20/1976,Harper & Row,1976,20th,small
2295,The Laura Ingalls Wilder Country Cookbook,Laura Ingalls Wilder/William   Anderson,4.09,eng,160.0,234,18,10/1/1997,HarperCollins Publishers,1997,20th,small
2296,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),Laura Ingalls Wilder/Stephen W. Hines,3.98,eng,128.0,41,2,5/8/2006,Thomas Nelson,2006,21th,small
2297,The Laughing Jesus: Religious Lies and Gnostic Wisdom,Tim Freke/Peter Gandy,3.96,eng,276.0,346,31,6/27/2006,Harmony,2006,21th,small
2298,The Erotic Phenomenon,Jean-Luc Marion/Stephen E. Lewis,4.03,eng,248.0,75,12,11/15/2006,University of Chicago Press,2006,21th,small
2299,The Phenomenon of Life: Toward a Philosophical Biology,Hans Jonas/Lawrence Vogel/Eleonore Jonas,4.24,eng,304.0,92,9,2/28/2001,Northwestern University Press,2001,21th,small
2300,Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley/Renée Graef,4.15,eng,321.0,1480,39,5/8/2001,HarperTrophy,2001,21th,small
2301,Laura: The Life of Laura Ingalls Wilder,Donald Zochert,4.12,eng,241.0,5628,125,5/1/1977,Avon,1977,20th,small
2302,Winter Days in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.28,eng,32.0,1538,59,9/15/1995,HarperCollins,1995,20th,small
2303,The First Four Years (Little House  #9),Laura Ingalls Wilder/Cherry Jones,3.89,eng,3.0,91,13,6/13/2006,HarperFestival,2006,21th,small
2304,Winter on the Farm,Laura Ingalls Wilder/Renée Graef/Jody Wheeler,4.15,eng,32.0,424,25,9/6/1997,Winter on the Farm (My First Little House),1997,20th,small
2305,Summertime in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.18,eng,40.0,867,31,2/2/2000,HarperCollins,2000,21th,small
2306,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,Cynthia Rylant/Jim LaMarche,4.05,eng,176.0,4799,88,6/1/2004,Harper Trophy,2004,21th,small
2307,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder/Richard  Hull,3.99,eng,39.0,143,18,10/13/1998,Doubleday Books for Young Readers,1998,20th,small
2308,Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder,Ann Romines,3.70,eng,304.0,35,5,11/21/1997,University of Massachusetts Press,1997,20th,small
2309,These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,4.19,eng,7.0,105,12,3/28/2006,HarperFestival,2006,21th,small
2310,Farmer Boy (Little House  #2),Laura Ingalls Wilder/Garth Williams,4.07,eng,357.0,45778,1286,1/1/2007,HarperTrophy,2007,21th,small
2311,Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder/Garth Williams,4.19,eng,374.0,71853,646,1/1/2007,HarperTrophy,2007,21th,small
2312,Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder/Renée Graef/Heather Henson,4.21,eng,80.0,66,7,10/6/1999,HarperCollins,1999,20th,small
2313,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,4.03,eng,64.0,59,6,3/21/1998,HarperCollins,1998,20th,small
2314,Christmas in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.20,eng,32.0,2142,72,9/20/1997,HarperCollins,1997,20th,small
2315,The Long Winter (Little House  #6),Laura Ingalls Wilder/Garth Williams,4.14,eng,422.0,67427,1048,1/1/2007,HarperTrophy,2007,21th,big
2316,A Little House Birthday,Laura Ingalls Wilder/Doris Ettlinger,4.14,eng,40.0,453,17,9/5/1998,HarperCollins,1998,20th,small
2317,The Deer in the Wood,Laura Ingalls Wilder/Renée Graef,4.17,eng,32.0,324,23,1/16/1999,HarperCollins,1999,20th,small
2318,The First Four Years  (Little House  #9),Laura Ingalls Wilder/Garth Williams,3.89,eng,126.0,28259,533,1/2/2007,HarperTrophy,2007,21th,small
2319,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker/Garth Williams,4.15,eng,256.0,3375,91,9/7/1989,HarperCollins,1989,20th,small
2320,Little House on the Prairie (Little House  #3),Laura Ingalls Wilder/Garth Williams,4.19,eng,309.0,635,30,1/1/2007,HarperTrophy,2007,21th,small
2321,Let the Hurricane Roar,Rose Wilder Lane,3.96,eng,118.0,192,32,10/1/1985,HarperTrophy,1985,20th,small
2322,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder/Garth Williams,4.18,eng,198.0,201840,3463,1/1/2007,HarperTrophy,2007,21th,small
2323,Flowers (Eyewitness Explorers),David Burnie,3.85,eng,64.0,8,2,9/15/1997,Dorling Kindersley Children,1997,20th,small
2324,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,4.51,eng,624.0,570,17,9/19/2005,DK,2005,21th,big
2325,The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg/Walt Disney Company,4.32,eng,192.0,34,2,5/1/1998,Disney Enterprises,1998,20th,small
2326,El Reino Animal,Sergio Ramírez,3.69,spa,256.0,16,4,7/1/2006,Alfaguara,2006,21th,small
2329,The Prophet of Yonwood,Jeanne DuPrau,3.27,eng,289.0,621,82,4/1/2006,Random House Books for Young Readers,2006,21th,small
2330,Muhammad: A Prophet for Our Time,Karen Armstrong,4.08,eng,256.0,1896,202,10/17/2006,Eminent Lives,2006,21th,small
2331,Prophet,Frank E. Peretti,3.94,eng,416.0,12789,221,3/11/2004,Crossway Books,2004,21th,big
2332,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),Elizabeth Clare Prophet,4.21,eng,100.0,55,6,9/21/2017,Summit University Press,2017,21th,small
2333,Hailstones and Halibut Bones,Mary O'Neill/John Wallner,4.31,eng,64.0,125,22,4/1/1990,Doubleday Books for Young Readers,1990,20th,small
2334,The Second Sex,Simone de Beauvoir/H.M. Parshley/Margaret Crosland,4.12,eng,848.0,47,6,3/18/1993,Everyman's Library,1993,20th,big
2335,The Second Sex,Simone de Beauvoir/H.M. Parshley,4.12,eng,880.0,333,27,8/7/1997,Vintage Classics,1997,20th,big
2336,The Church and the Second Sex,Mary Daly,3.84,eng,231.0,129,7,1/3/1986,Beacon Press,1986,20th,small
2337,Thomas Jefferson (Oxford Portraits),R.B. Bernstein,4.01,eng,253.0,4245,133,9/15/2005,Oxford University Press  USA,2005,21th,small
2338,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,3.82,eng,103.0,1038,100,8/1/2006,Applewood Books,2006,21th,small
2339,Who Was Thomas Jefferson?,Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,4.07,eng,103.0,692,80,7/28/2003,Penguin Workshop,2003,21th,small
2340,The Man Who Listens to Horses,Monty Roberts/Lucy Grealy/Lawrence Scanlan,4.12,eng,352.0,9963,206,11/28/1998,Ballantine Books,1998,20th,small
2341,Under Orders (Sid Halley  #4),Dick Francis,3.87,eng,308.0,4119,252,10/1/2006,Putnam Publishing Group,2006,21th,small
2342,For Kicks,Dick Francis,4.00,eng,292.0,3062,94,2/3/2004,G.P. Putnam's Sons,2004,21th,small
2343,Forfeit,Dick Francis,3.94,eng,256.0,2538,63,4/5/2005,G.P. Putnam's Sons,2005,21th,small
2344,Dead Cert,Dick Francis,3.97,eng,277.0,4964,124,1/6/2004,G.P. Putnam's Sons,2004,21th,small
2345,Rat Race,Dick Francis,3.98,eng,304.0,2400,93,7/5/2006,G.P. Putnam's Sons,2006,21th,small
2346,Reflex,Dick Francis,4.07,eng,304.0,4675,129,10/4/2005,G.P. Putnam's Sons,2005,21th,small
2347,Decider,Dick Francis,3.99,eng,341.0,3461,133,12/7/2004,G.P. Putnam's Sons,2004,21th,small
2348,Slay Ride,Dick Francis,3.82,eng,288.0,2215,60,4/6/2004,G.P. Putnam's Sons,2004,21th,small
2349,Bonecrack,Dick Francis,4.00,eng,304.0,2910,84,6/6/2006,G.P. Putnam's Sons,2006,21th,small
2350,Nerve,Dick Francis,4.04,eng,320.0,3581,113,9/1/1998,Jove,1998,20th,small
2351,Break In (Kit Fielding  #1),Dick Francis,4.05,eng,320.0,3758,128,1/4/2005,G.P. Putnam's Sons,2005,21th,small
2352,Blood Sport,Dick Francis,3.89,eng,288.0,4600,113,11/2/2004,G.P. Putnam's Sons,2004,21th,small
2353,Straight,Dick Francis,4.05,eng,320.0,3513,143,2/7/2006,G.P. Putnam's Sons,2006,21th,small
2354,10 lb Penalty,Dick Francis,3.90,eng,320.0,3490,177,8/3/2004,G.P. Putnam's Sons,2004,21th,small
2355,Trial Run,Dick Francis,3.83,eng,272.0,2004,54,9/7/2004,G.P. Putnam's Sons,2004,21th,small
2356,Wild Horses,Dick Francis,3.91,eng,352.0,2935,154,5/4/2004,G.P. Putnam's Sons,2004,21th,small
2357,Field of Thirteen,Dick Francis,3.73,eng,304.0,2053,85,3/2/2004,G.P. Putnam's Sons,2004,21th,small
2358,Driving Force,Dick Francis,3.96,eng,384.0,2635,107,12/29/1993,Fawcett Books,1993,20th,small
2359,Flying Finish,Dick Francis,3.97,eng,276.0,2587,89,8/1/1999,Jove,1999,20th,small
2360,Bolt (Kit Fielding  #2),Dick Francis,4.04,eng,288.0,5043,121,5/3/2005,G.P. Putnam's Sons,2005,21th,small
2361,Come to Grief (Sid Halley  #3),Dick Francis,4.01,eng,384.0,3786,134,12/6/2005,G.P. Putnam's Sons,2005,21th,small
2362,Enquiry,Dick Francis,3.96,eng,272.0,96,4,7/6/2004,G.P. Putnam's Sons,2004,21th,small
